TimeSeries ID,telemetry-explorer-0-0
Wed Mar 26 2025 02:47:00 GMT+0800 (Malaysia Time),8547229696
Wed Mar 26 2025 02:48:00 GMT+0800 (Malaysia Time),30684170240
Wed Mar 26 2025 02:49:00 GMT+0800 (Malaysia Time),21760225280
Wed Mar 26 2025 02:50:00 GMT+0800 (Malaysia Time),29936939008
Wed Mar 26 2025 02:51:00 GMT+0800 (Malaysia Time),21683535872
Wed Mar 26 2025 02:52:00 GMT+0800 (Malaysia Time),22472052736
Wed Mar 26 2025 02:53:00 GMT+0800 (Malaysia Time),27475390464
Wed Mar 26 2025 02:54:00 GMT+0800 (Malaysia Time),11318636544
Wed Mar 26 2025 02:55:00 GMT+0800 (Malaysia Time),33924608000
Wed Mar 26 2025 02:56:00 GMT+0800 (Malaysia Time),34398633984
Wed Mar 26 2025 02:57:00 GMT+0800 (Malaysia Time),26514800640
Wed Mar 26 2025 02:58:00 GMT+0800 (Malaysia Time),38710665216
Wed Mar 26 2025 02:59:00 GMT+0800 (Malaysia Time),26167054336
Wed Mar 26 2025 03:00:00 GMT+0800 (Malaysia Time),36766363648
Wed Mar 26 2025 03:01:00 GMT+0800 (Malaysia Time),20280717312
Wed Mar 26 2025 03:02:00 GMT+0800 (Malaysia Time),22309416960
Wed Mar 26 2025 03:03:00 GMT+0800 (Malaysia Time),42188226560
Wed Mar 26 2025 03:04:00 GMT+0800 (Malaysia Time),42295689216
Wed Mar 26 2025 03:05:00 GMT+0800 (Malaysia Time),26671951872
Wed Mar 26 2025 03:06:00 GMT+0800 (Malaysia Time),32132083712
Wed Mar 26 2025 03:07:00 GMT+0800 (Malaysia Time),25043214336
Wed Mar 26 2025 03:08:00 GMT+0800 (Malaysia Time),33155010560
Wed Mar 26 2025 03:09:00 GMT+0800 (Malaysia Time),37481144320
Wed Mar 26 2025 03:10:00 GMT+0800 (Malaysia Time),37543346176
